customer_unique_id,recency_days,frequency,monetary
0000366f3b9a7992bf8c76cfdf3221e2,160,1,141.89999389648438
0000b849f77a49e4a4ce2b2a4ca5be3f,163,1,27.190000534057617
0000f46a3911fa3c0805444483337064,586,1,86.22000122070312
0000f6ccb0745a6a4b88665a16c9f078,370,1,43.619998931884766
0004aac84e0df4da2b147fca70cf8255,337,1,196.88999938964844
0004bd2a26a76fe21f786e4fbd80607f,195,1,166.97999572753906
00050ab1314c0e55a6ca13cf7181fecf,180,1,35.380001068115234
00053a61a98854899e70ed204dd4bafe,231,1,419.17999267578125
0005e1862207bf6ccc02e4228effd9a0,592,1,150.1199951171875
0005ef4cd20d2893f0d9fbd94d3c0d97,219,1,129.75999450683594
0006fdc98a402fceb4eb0ee528f6a8d4,456,1,29.0
00082cbe03e478190aadbea78542e933,332,1,126.26000213623047
00090324bbad0e9342388303bb71ba0a,207,1,63.65999984741211
000949456b182f53c18b68d6babc79c1,177,1,82.05000305175781
000a5ad9c4601d2bbdd9ed765d5213b3,432,1,91.27999877929688
000bfa1d2f1a41876493be685390d6d3,383,1,46.849998474121094
000c8bdb58a29e7115cfc257230fb21b,309,1,29.0
000d460961d6dbfa3ec6c9f5805769e1,283,1,36.68000030517578
000de6019bb59f34c099a907c151d855,426,1,257.44000244140625
000e309254ab1fc5ba99dd469d36bdb4,114,1,78.41999912261963
000ec5bff359e1c0ad76a81a45cb598f,57,1,27.75
000ed48ceeb6f4bf8ad021a10a3c7b43,150,1,20.75
000fbf0473c10fc1ab6f8d2d286ce20c,83,1,362.3800048828125
0010a452c6d13139e50b57f19f52e04e,463,1,325.92999267578125
0010fb34b966d44409382af9e8fd5b77,226,1,61.79999923706055
001147e649a7b1afd577e873841632dd,412,1,212.16000366210938
00115fc7123b5310cf6d3a3aa932699e,634,1,76.11000061035156
0011805441c0d1b68b48002f1d005526,541,1,297.1400146484375
0011857aff0e5871ce5eb429f21cdaf5,476,1,192.8300018310547
0011c98589159d6149979563c504cb21,438,1,117.94000244140625
0012929d977a8d7280bb277c1e5f589d,365,1,155.64999389648438
0014a5a58da615f7b01a4f5e194bf5ea,272,1,99.81999969482422
0015752e079902b12cd00b9b7596276b,76,1,74.81999969482422
00172711b30d52eea8b313a7f2cced02,81,1,122.06999969482422
00191a9719ef48ebb5860b130347bf33,546,1,58.86000061035156
001926cef41060fae572e2e7b30bd2a4,426,1,91.20999908447266
001928b561575b2821c92254a2327d06,54,1,164.80999755859375
00196c4c9a3af7dd2ad10eade69c926f,81,1,37.58000183105469
00196fdb2bf9edfc35e88ebfbcf8d781,237,1,27.0
0019da6aa6bcb27cc32f1249bd12da05,248,1,87.70999908447266
0019e8c501c85848ac0966d45226fa1d,169,1,197.27000427246094
001a2bf0e46c684031af91fb2bce149d,475,1,36.72999954223633
001a34eb30ecb8e3aacb07c475ca4dd1,98,1,161.7100067138672
001a3a8e11d76c9a366c31a4aa2cc529,149,1,24.229999542236328
001ae5a1788703d64536c30362503e49,313,1,135.0800018310547
001deb796b28a3a128d6113857569aa4,117,1,63.33000183105469
001f3c4211216384d5fe59b041ce1461,577,1,35.84000015258789
002043098f10ba39a4600b6c52fbfe3c,570,1,237.80999755859375
002311514717ca8b65b09a26cdf7b91a,112,1,124.31999969482422
0023557a94bef0038066b5d1b3dc763e,203,1,107.44000244140625
002471155ecd08d208d1376720e2a907,70,1,92.18000030517578
00256bf7b05c08f6a5849df3d0a64f1f,138,1,57.72999954223633
0025795df7a7d077c4c90162fa820085,85,1,214.0800018310547
0027324a96d26a2bc7d69262f83c8403,206,1,46.779998779296875
0028a7d8db7b0247652509358ad8d755,308,1,354.87001037597656
0028cfeb9dfcd3628a56d5b6400deef5,283,1,118.19999694824219
00293787e2aec37a9c253b63fdfe2049,355,1,257.8699951171875
002aba8c1af80acacef6e011f9f23262,232,1,217.74000549316406
002ae492472e45ad6ebeb7a625409392,374,1,218.66000366210938
002b4cd83fabaffaa475f78ea5ef3e08,623,1,64.41999816894531
002bdeb33da5b1b3ce8b9c822f749c82,316,1,38.09000015258789
002cdf87d4c03f08f7eb4551a923affc,351,1,228.6699981689453
002d3bd901608f67c3fc11eaaa842b13,275,1,28.760000228881836
002d71b244beb91ca7030b15ab526446,513,1,130.55999755859375
002da6dde369f6a8b4c999ed61eb5a87,188,1,52.380001068115234
002eb8b96288f3804e21d2777ac29895,452,1,137.99000549316406
002ed12115742033f015cb3c269ccf68,260,1,109.79000091552734
002ef00822613c94613e60e03b169fef,245,1,114.04000091552734
002feefec5af0a3b26ee7839c66d205e,353,1,77.56999969482422
003035f5ec76f2220098377482de93c9,415,1,62.470001220703125
003162bf0351f47a1a247992b8b9b42d,95,1,536.5999755859375
00324c9f4d710e7bac5c5ba679714430,483,1,109.78000259399414
0032c76b20340da25249092a268ce66c,741,1,144.94000244140625
0032ca69771a7758ce643258bb9e4ac7,93,1,62.45000076293945
0033f4a2887e07e25aa1204d482f41ba,113,1,425.0400085449219
00344274804f3b8003de1b0562ae01df,100,1,226.22999572753906
0034c76b7e6a17d738375b99afc2f01e,163,1,44.22999954223633
0035029989e6fc5cf030918a5f9f2037,158,1,546.1199951171875
003650b504826ea534e02eba0ab58dd5,273,1,21.770000457763672
0036a074f98b80c4f1fc33dbbcf9c552,523,1,42.619998931884766
0036b4a3d09ad551a5188c2e374da402,434,1,162.77000427246094
0036d365b138cc0ee06bed755bcb5044,259,1,109.5
00370dfde3d012c420d29657afc2fc8b,261,1,237.0
00377a18050b898b93e2c774be9947db,326,1,65.77999877929688
0037aa56b017c105c3a9d47af71fff98,264,1,443.7300109863281
0037d2bbb9ebc39d9114aea27ee16d72,569,1,143.72999572753906
0037eb1ff742ee2e71ba887f65f3c6f3,461,1,228.7899932861328
003800162424b7b5b3d75c9cf22a66e7,199,1,107.80999755859375
00391594070baf8603f5fdc1d0c6a48c,73,1,119.31999969482422
003a5571a07dcf09bf117d13d2980ba3,84,1,181.82000732421875
003a7a8eb096ed3cbf713d2def1ca701,64,1,157.4600067138672
003ac9408252444b489b1bfc013f5f8c,215,1,36.97999954223633
003ae409f37c3c30cb1c974af3a42692,63,1,216.32000732421875
003c2067070f5b3d923235b1ea1cc17b,72,1,147.3800048828125
003c457932a554e4df13834237b1ed00,285,1,142.50999450683594
003d56767e53e08671de00da3fba8d40,320,1,178.58999633789062
003db7adfcdc49857b095a50191b6c9d,168,1,542.6599731445312
003e28cb6fab8a0901bff9229612375f,583,1,137.25999450683594
003e2af81ea3c72fbdd093f07724a4de,184,1,63.7400016784668
003f4901fdb60ae9c1e2538b84c208e1,332,1,162.7899932861328
003fb95e849e71e732629d94bb92762f,79,1,77.58999633789062
003fee4ca17927283128c7ddc6f9311b,162,1,103.47000122070312
004177f7bf62929186b32c7fdaa6157b,363,1,433.9800109863281
004256f082951ec189a4962b6788c214,208,1,259.1499938964844
004288347e5e88a27ded2bb23747066c,276,2,354.3699951171875
0042dcca0ae57aaec6e808edc31a2d48,319,1,85.04000091552734
0042dfa8925d6eb23e471ec350454f04,84,1,62.90999984741211
0043d65f8039b4a4d43bc7b0f450ac2c,545,1,64.41999816894531
00444f48f6c9b55657e49435ce3a97ca,495,1,52.380001068115234
00446a03d7a34d191507c9e42870d0a5,590,1,128.9499969482422
004493e0b0a37317d25665d340c0677d,133,1,83.31999969482422
0045e9ad4d6c85d2323a7ab374b76183,120,1,24.1299991607666
0046311f458d8041b00063cb99482903,442,1,112.33000183105469
0047f3e16441284d757a8963344f6c59,415,1,76.18000030517578
0048706e497cfba0b689e1e3497bc99e,63,1,82.6500015258789
0048a779a98a7848514096ff04046079,70,1,41.040000915527344
0049a16516d38fc2246696172a257f16,292,1,32.77000045776367
0049dadc30da6a277c1e9d371df5a66f,491,1,26.010000228881836
0049db44bfd6cee26ac9c649329ff6ea,589,1,109.04000091552734
0049ec2d7a5818d0e4b3f4735cec2458,90,1,44.18000030517578
004a432489f6630c6dfd3fc4454603f5,305,1,84.01000213623047
004b45ec5c64187465168251cd1c9c2f,144,1,49.849998474121094
004b9b1634b7becda8eec4e96bced882,73,1,158.74000549316406
004d17fa2cb102a7c4817f040c884e59,246,1,39.779998779296875
004df63539fd5e38d4b0a0506de7549c,93,1,993.5499877929688
004ed862ea4e55f18868d3d782d10879,437,1,109.29000091552734
004f84d065096f3cedd26cf0adc80b9d,175,1,189.0800018310547
00504b68faa074d0f40adcb4f7727f71,67,1,198.6999969482422
0050dcff37f8b9ff611d245e30572b46,168,1,68.22000122070312
00522457bba00bba576a34fd9b4808fd,564,1,127.9800033569336
005226be8d5b972d0f72b4e8a79f322b,199,1,1600.510009765625
00539155ce68fbe677934aebdb17e09b,171,1,58.25
00543330561a9088f8b3879114a7b008,327,1,73.95999908447266
0055b522bc89cbfbf376d8b59a628470,593,1,364.75
0055bbb9c95f6acb8db89d1f6c316407,245,1,83.2300033569336
0056c2dd794a5eede6164dcae635875a,70,1,171.8800048828125
0056f26cb8f20916c3baa0e39fc30709,200,1,109.2300033569336
005754cb59f8ee5cdbb5cda9d138757e,88,1,258.3800048828125
00575b2023dedcc0f3e81a938834689b,347,1,32.380001068115234
0057f64bff87f4698b4cbd338d62a2a8,57,1,82.86000061035156
0058e7db269cc11558913b42beb115d0,152,1,78.87999725341797
0058f300f57d7b93c477a131a59b36c3,209,1,96.0199966430664
0059acd36094bf670ec8b21be6c0044c,492,1,46.689998626708984
005d8faa4cf789cf52fb880a8569880a,159,1,89.25
005e32bc930906dc6b65fb9d11cce3e2,409,1,49.599998474121094
